Accident year,Casualty age,Killed or seriously injured adjusted
2020,74,154.6081173
2020,75,145.1029273
2020,76,131.2057691
2020,77,133.0063329
2020,78,103.7413102
2020,79,96.43177099
2020,80,90.66818971
2020,81,108.4927511
2020,82,89.94365982
2020,83,72.03288143
2020,84,79.07706613
2020,85,74.74361459
2020,86,78.44394219
2020,87,58.43924478
2020,88,48.39813512
2020,89,38.6881492
2020,90,42.0716217
2020,91,29.30687215
2020,92,17.54450698
2020,93,12.45814544
2020,94,5.842728597
2020,95,8.488198416
2020,96,5.220400396
2020,97,2
2020,98,3.797790225
2020,99,0
2021,Unknown or missing,217.5658012
2021,0,28.06273289
2021,1,26.00603433
2021,2,52.9503155
2021,3,87.31416595
2021,4,91.82163685
2021,5,89.58667412
2021,6,104.2799882
2021,7,89.64712407
2021,8,99.71748407
2021,9,107.0257485
2021,10,151.1904876
2021,11,268.37247
2021,12,279.5493289
2021,13,297.4368348
2021,14,218.8857767
2021,15,280.1957402
2021,16,346.1515446
2021,17,583.6516029
2021,18,726.0707913
2021,19,729.5443791
2021,20,663.2866343
2021,21,668.7908241
2021,22,566.6985837
2021,23,573.4054284
2021,24,578.3163787
2021,25,562.393334
2021,26,517.8139199
2021,27,573.6270273
2021,28,550.0238467
2021,29,552.7050303
2021,30,546.3803338
2021,31,517.2270436
2021,32,503.7293385
2021,33,513.2187918
2021,34,477.0367174
2021,35,438.5941399
2021,36,439.3010843
2021,37,418.1118922
2021,38,372.0398571
2021,39,391.5213191
2021,40,390.3811853
2021,41,382.8697041
2021,42,295.4692172
2021,43,314.691377
2021,44,290.8425872
2021,45,336.4776039
2021,46,346.8475623
2021,47,340.6188844
2021,48,325.209706
2021,49,390.4489107
2021,50,404.4905197
2021,51,412.6287466
2021,52,379.9151511
2021,53,384.6909908
2021,54,379.7776095
2021,55,375.0059481
2021,56,370.9337453
2021,57,371.5952502
2021,58,391.4540767
2021,59,323.2970299
2021,60,284.1283771
2021,61,281.6408401
2021,62,298.0706463
2021,63,241.3530089
2021,64,230.3734154
2021,65,212.5137571
2021,66,207.0507293
2021,67,178.3277286
2021,68,180.5545951
2021,69,170.5896227
2021,70,175.6080795
2021,71,166.3110512
2021,72,149.7740386
2021,73,213.2550731
2021,74,180.9535507
2021,75,147.7040029
2021,76,157.3159767
2021,77,149.8821501
2021,78,133.1249994
2021,79,128.7678372
2021,80,124.1426511
2021,81,133.3043758
2021,82,102.1644692
2021,83,108.4959513
2021,84,93.17637372
2021,85,86.07093167
2021,86,78.08451363
2021,87,71.68780917
2021,88,59.61530471
2021,89,51.07676492
2021,90,37.68738057
2021,91,25.69696212
2021,92,21.93764405
2021,93,29.69965356
2021,94,8.655166895
2021,95,11.20178613
2021,96,3.544985107
2021,97,3.177449474
2021,98,4
2021,99,1.240849925
2021,100,1.126112477
